FF SN,SF SN,lv-R,lv-G,lv-B,lv-W,mix_W_2000_r_ratio_current,mix_W_2000_g_ratio_current,mix_W_2000_b_ratio_current,w_4000_current
4Q3XF2FJ0600T0,4Q0YM77J0T00B1,237.8,347.3,175.3,226.3,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600FK,4Q0YM77J0T0082,296.0,381.7,207.0,231.4,1400.0,300.0,500.0,3900.0
4Q3XF2FJ06011M,4Q0YM77J0T0049,243.1,325.1,169.6,229.3,1400.0,300.0,500.0,3900.0
4Q3XF2FJ060018,4Q0YM77J0T008Q,244.6,368.0,187.7,226.6,1200.0,200.0,400.0,2900.0
4Q3XF2FJ0600QN,4Q0YM77J0T008F,269.9,387.0,195.7,243.8,1500.0,200.0,400.0,3600.0
4Q3XF2FJ060104,4Q0YM77J0T004W,288.5,370.0,205.3,241.6,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600LS,4Q0YM77J0T00CG,246.3,351.4,180.5,232.4,1400.0,300.0,500.0,3400.0
4Q3XF2FJ06002B,4Q0YM77J0T008M,262.5,367.2,190.6,233.6,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600R4,4Q0YM77J0T008S,248.2,344.6,171.9,217.2,1600.0,300.0,600.0,4300.0
4Q3XF2FJ0600XB,4Q0YM77J0T0041,273.6,389.0,181.0,253.5,1500.0,300.0,500.0,3900.0
